Level	Date and Time	Source	Event ID	Task Category
Error	2020/06/22 20:02:21	Application Error	1000	(100)	"Faulting application name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Faulting module name: AdobeNotificationClient.exe, version: 4.9.0.484, time stamp: 0x5d0b467b
Exception code: 0x80000003
Fault offset: 0x0000b311
Faulting process ID: 0x2430
Faulting application start time: 0x01d63e5ede2481c3
Faulting application path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Faulting module path: C:\Program Files\WindowsApps\AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc\AdobeNotificationClient.exe
Report ID: 77f8d036-93ed-4238-a3ca-0facdfa2e4d3
Faulting package full name: AdobeNotificationClient_1.0.1.22_x86__enpm4xejd91yc
Faulting package-relative application ID: App"
Error	2020/06/22 20:02:21	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/22 18:37:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/22 16:08:11	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/22 14:52:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/22 04:46:59	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/22 01:38:35	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/22 01:26:38	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/22 01:24:42	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/22 00:15:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/21 23:45:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/21 23:40:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/21 23:12:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/21 14:02:29	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/21 07:21:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/21 02:32:02	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 23:37:48	Application Error	1000	(100)	"Faulting application name: SkypeApp.exe, version: 8.56.0.102, time stamp: 0x5e2899ae
Faulting module name: twinapi.appcore.dll, version: 10.0.18362.693, time stamp: 0xd9f9dc8c
Exception code: 0xc000027b
Fault offset: 0x00000000000d63e8
Faulting process ID: 0x103c
Faulting application start time: 0x01d63aaeb33607a3
Faulting application path: C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.56.102.0_x64__kzf8qxf38zg5c\SkypeApp.exe
Faulting module path: C:\WINDOWS\SYSTEM32\twinapi.appcore.dll
Report ID: c90d75fc-9c23-45dd-9885-1fd3c5e22b5a
Faulting package full name: Microsoft.SkypeApp_14.56.102.0_x64__kzf8qxf38zg5c
Faulting package-relative application ID: App"
Error	2020/06/20 22:54:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 18:13:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 14:14:24	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 11:57:41	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 11:46:46	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 09:49:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 06:25:47	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/20 03:25:17	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/19 21:52:18	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/19 12:55:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/19 10:00:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/19 05:44:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/18 11:53:47	Office 2016 Licensing Service	0	None	"The description for Event ID 0 from source Office 2016 Licensing Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Subscription licensing service failed: -2147467259
"
Error	2020/06/18 11:51:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/18 04:08:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/18 00:14:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/17 21:31:01	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/17 18:05:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/17 14:36:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/17 05:22:54	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/16 11:30:59	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/16 06:53:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/16 01:51:32	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/16 01:44:55	Microsoft Office 16	2011	None	Office Subscription licensing exception: Error Code: 0x80070057; CorrelationId: {91FA3781-FEB8-408F-BF49-86ED3C0069E8}
Error	2020/06/16 00:29:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 23:28:28	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 18:54:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 17:01:51	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 16:33:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 13:26:55	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 09:17:56	Office 2016 Licensing Service	0	None	"The description for Event ID 0 from source Office 2016 Licensing Service cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Subscription licensing service failed: -2147467259
"
Error	2020/06/15 09:15:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 04:56:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 01:56:31	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/15 01:19:09	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/15 01:19:09	Microsoft-Windows-NDIS	10317	PnP	Miniport Remote NDIS based Internet Sharing Device, {81f6eefe-1a98-4c9d-9de5-297a67adaa61}, had event Fatal error: The miniport has failed a power transition to operational power
Error	2020/06/15 01:19:04	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 22:00:33	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 22:00:31	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/14 19:06:21	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/14 19:06:15	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 18:04:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 15:40:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 07:38:26	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 04:34:35	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/06/14 01:39:35	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/14 01:09:59	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/14 01:09:34	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/14 00:51:30	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/14 00:43:04	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/14 00:39:23	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/14 00:38:17	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/14 00:33:38	Schannel	36882	None	The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
Error	2020/06/13 23:44:20	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/13 22:58:56	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Error	2020/06/13 22:42:31	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
